               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss, train/cls_task_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,   val/cls_task_loss,               x/lr0,               x/lr1,               x/lr2
                 142,            0.016671,           0.0057609,           0.0095263,           0.0034622,             0.49079,             0.39252,             0.38195,             0.11868,            0.060808,            0.012391,            0.018793,             0.64888,             0.00577,             0.00577,             0.00577
                 143,            0.017714,           0.0057872,            0.009515,           0.0037246,             0.48949,             0.38755,             0.37014,              0.1165,            0.060647,              0.0124,            0.018811,             0.67656,             0.00574,             0.00574,             0.00574
                 144,            0.017273,           0.0058936,            0.009555,            0.003431,             0.49322,             0.37156,             0.37901,             0.11184,            0.061015,            0.012378,            0.018903,             0.63269,             0.00571,             0.00571,             0.00571
                 145,            0.016214,           0.0057366,           0.0095011,            0.003688,             0.44323,              0.3884,             0.37928,              0.1154,            0.060838,            0.012394,            0.018967,              0.6241,             0.00568,             0.00568,             0.00568
                 146,            0.016448,           0.0057255,           0.0096474,           0.0037078,             0.47742,             0.37083,             0.38347,             0.12189,            0.060752,            0.012438,            0.018964,              0.7014,             0.00565,             0.00565,             0.00565
                 147,            0.015928,           0.0055901,           0.0094806,            0.003171,             0.43769,             0.37964,             0.36949,             0.11541,            0.060696,            0.012446,            0.018854,             0.65076,             0.00562,             0.00562,             0.00562
                 148,             0.01643,           0.0056447,           0.0096187,           0.0059913,             0.47303,             0.38485,             0.38601,              0.1115,            0.060948,            0.012428,            0.018683,             0.61146,             0.00559,             0.00559,             0.00559
                 149,            0.016632,           0.0056655,           0.0094347,           0.0033969,             0.46947,             0.39137,             0.38624,             0.11968,            0.060462,            0.012446,            0.018793,              0.6748,             0.00556,             0.00556,             0.00556
                 150,            0.017182,           0.0056625,           0.0095321,           0.0027358,             0.46206,             0.40855,             0.38776,             0.11887,            0.061356,            0.012423,            0.018799,             0.64421,             0.00553,             0.00553,             0.00553
                 151,            0.017872,           0.0055673,           0.0094499,           0.0041064,             0.47276,             0.37724,             0.37345,             0.12314,            0.060443,            0.012399,              0.0189,             0.65963,              0.0055,              0.0055,              0.0055
                 152,             0.01623,           0.0056206,           0.0095146,            0.003307,             0.49229,             0.41777,             0.39141,             0.12298,            0.060721,            0.012365,            0.018909,             0.67754,             0.00547,             0.00547,             0.00547
                 153,            0.016603,           0.0057292,           0.0095257,           0.0028657,             0.49664,             0.40944,             0.39363,             0.12369,            0.060671,             0.01236,            0.018924,             0.62686,             0.00544,             0.00544,             0.00544
                 154,            0.016564,           0.0056218,           0.0096991,           0.0030499,             0.50255,             0.38293,             0.38334,             0.12258,            0.060107,             0.01238,            0.018845,             0.63648,             0.00541,             0.00541,             0.00541
                 155,             0.01632,           0.0055984,           0.0095462,           0.0039943,             0.45281,             0.41094,             0.39493,             0.11661,              0.0605,            0.012375,            0.018738,             0.65378,             0.00538,             0.00538,             0.00538
                 156,            0.015617,            0.005542,           0.0094332,            0.017865,             0.46775,             0.40629,             0.39616,             0.12311,            0.060052,            0.012413,            0.018817,             0.66863,             0.00535,             0.00535,             0.00535
                 157,            0.015188,           0.0055729,            0.009598,           0.0029122,             0.51053,              0.3954,             0.39318,             0.11605,            0.060323,            0.012431,            0.018866,             0.66346,             0.00532,             0.00532,             0.00532
                 158,            0.015458,           0.0054581,           0.0095661,           0.0089173,             0.47632,             0.39094,             0.36743,             0.10814,            0.060522,            0.012463,            0.018903,             0.65214,             0.00529,             0.00529,             0.00529
                 159,            0.015818,           0.0054654,           0.0094434,           0.0033618,             0.46913,             0.40944,             0.38053,             0.11737,            0.060522,            0.012494,            0.018961,             0.64689,             0.00526,             0.00526,             0.00526
                 160,            0.015127,            0.005555,           0.0095111,           0.0049079,             0.47404,             0.39815,             0.37033,             0.11716,            0.060015,            0.012518,            0.018906,             0.65184,             0.00523,             0.00523,             0.00523
                 161,             0.01491,           0.0055132,           0.0095227,           0.0050873,             0.48973,             0.40376,             0.37511,             0.11783,            0.060719,            0.012507,            0.018811,             0.69841,              0.0052,              0.0052,              0.0052
                 162,            0.015585,           0.0054346,            0.009538,           0.0032422,             0.52329,              0.4109,             0.40093,             0.11904,            0.059893,             0.01257,             0.01879,             0.65353,             0.00517,             0.00517,             0.00517
                 163,            0.015993,           0.0054249,           0.0094351,           0.0024556,             0.47257,             0.40641,             0.38082,             0.11004,            0.060681,            0.012542,             0.01875,             0.63374,             0.00514,             0.00514,             0.00514
                 164,            0.016574,           0.0055236,            0.009526,            0.018252,             0.50707,             0.40477,             0.40016,             0.11975,            0.060217,             0.01256,            0.018729,              0.6074,             0.00511,             0.00511,             0.00511
                 165,            0.015966,           0.0054479,           0.0094997,           0.0043134,             0.49449,             0.39702,             0.38221,             0.11238,             0.06068,            0.012523,            0.018585,             0.61823,             0.00508,             0.00508,             0.00508
                 166,            0.016086,           0.0053483,           0.0094454,           0.0031513,             0.46428,             0.39711,             0.37937,             0.11236,            0.061176,            0.012491,            0.018427,             0.65082,             0.00505,             0.00505,             0.00505
                 167,            0.017061,           0.0055098,           0.0096584,           0.0040546,             0.51365,             0.36483,              0.3714,             0.11041,            0.060593,            0.012557,            0.018344,             0.62872,             0.00502,             0.00502,             0.00502
                 168,            0.014852,           0.0053721,           0.0094836,           0.0049648,             0.46927,             0.38526,             0.36991,             0.11042,            0.060541,             0.01255,            0.018323,             0.63771,             0.00499,             0.00499,             0.00499
                 169,            0.015113,           0.0053518,           0.0094789,            0.002785,             0.45285,             0.40888,             0.36009,             0.10757,            0.060773,            0.012533,            0.018265,             0.68089,             0.00496,             0.00496,             0.00496
                 170,            0.015478,           0.0052952,           0.0093948,           0.0039568,             0.49624,             0.40568,             0.39276,              0.1157,            0.059854,            0.012555,            0.018304,             0.67303,             0.00493,             0.00493,             0.00493
                 171,            0.014887,           0.0053483,           0.0094691,           0.0035168,             0.54141,             0.38645,             0.40663,             0.11683,             0.06022,            0.012529,            0.018396,             0.63989,              0.0049,              0.0049,              0.0049
                 172,            0.015632,           0.0054901,           0.0095002,           0.0034059,             0.53565,             0.39927,             0.40694,             0.12094,            0.059664,             0.01256,            0.018484,             0.64972,             0.00487,             0.00487,             0.00487
                 173,            0.015626,           0.0054309,           0.0094989,             0.00333,             0.52075,             0.40376,             0.40359,             0.11917,            0.059708,            0.012568,            0.018497,             0.66618,             0.00484,             0.00484,             0.00484
                 174,            0.014175,           0.0052467,           0.0093507,            0.003366,             0.54999,             0.41777,             0.43278,             0.12702,            0.059962,            0.012555,            0.018436,             0.64569,             0.00481,             0.00481,             0.00481
                 175,            0.015391,           0.0053308,           0.0095515,           0.0028762,             0.54245,             0.41209,             0.42005,             0.12051,            0.060096,            0.012546,            0.018484,             0.62475,             0.00478,             0.00478,             0.00478
                 176,            0.015137,           0.0052331,           0.0093755,           0.0029658,             0.50856,             0.40423,             0.41791,             0.11871,            0.060713,            0.012578,            0.018542,             0.67071,             0.00475,             0.00475,             0.00475
                 177,            0.015295,           0.0052101,           0.0093523,           0.0030552,             0.50704,                 0.4,             0.39905,             0.11892,            0.060425,            0.012592,             0.01857,             0.69828,             0.00472,             0.00472,             0.00472
                 178,            0.014876,           0.0052545,           0.0094093,           0.0045542,             0.55175,             0.39354,              0.4137,             0.12489,            0.059625,            0.012529,            0.018423,             0.67514,             0.00469,             0.00469,             0.00469
                 179,            0.016022,           0.0052883,           0.0095463,           0.0038566,             0.55622,             0.40916,              0.4067,             0.12231,            0.060145,            0.012486,             0.01832,             0.67021,             0.00466,             0.00466,             0.00466
                 180,            0.014588,           0.0052005,           0.0093653,           0.0037968,             0.50923,             0.39094,              0.4091,             0.13103,            0.060058,            0.012521,            0.018335,             0.64436,             0.00463,             0.00463,             0.00463
                 181,             0.01365,           0.0051388,           0.0093797,           0.0031311,             0.52794,             0.40536,             0.41768,             0.13488,            0.059549,            0.012563,            0.018365,              0.6228,              0.0046,              0.0046,              0.0046
                 182,            0.014157,           0.0051317,           0.0093856,           0.0042177,              0.5066,             0.40042,             0.40397,             0.12433,            0.059957,            0.012568,            0.018311,             0.63434,             0.00457,             0.00457,             0.00457
                 183,             0.01481,            0.005122,           0.0093469,           0.0033492,             0.51569,             0.40042,             0.37947,             0.12227,            0.059839,            0.012587,            0.018298,             0.66152,             0.00454,             0.00454,             0.00454
                 184,            0.014209,           0.0051467,           0.0093758,           0.0035333,             0.53599,              0.3924,             0.38695,             0.12157,            0.059986,            0.012623,            0.018335,             0.63792,             0.00451,             0.00451,             0.00451
                 185,            0.014386,           0.0051375,           0.0094341,            0.010017,             0.53654,              0.3924,             0.40449,             0.13216,             0.05968,            0.012671,             0.01843,             0.66784,             0.00448,             0.00448,             0.00448
                 186,            0.014404,           0.0051388,           0.0094049,           0.0023748,             0.53026,             0.40041,             0.42102,             0.12924,            0.059561,            0.012716,            0.018527,             0.67042,             0.00445,             0.00445,             0.00445
                 187,            0.014815,           0.0051349,           0.0094135,           0.0032713,              0.5405,             0.39808,             0.41146,             0.13182,            0.059767,            0.012673,            0.018594,             0.69322,             0.00442,             0.00442,             0.00442
                 188,            0.013673,           0.0050501,           0.0093556,           0.0029562,             0.52926,             0.38526,             0.40315,             0.12631,            0.059866,            0.012684,            0.018579,               0.673,             0.00439,             0.00439,             0.00439
                 189,            0.014915,            0.005267,           0.0095102,           0.0030123,             0.51116,             0.39167,             0.40678,             0.12711,             0.05979,            0.012691,            0.018558,             0.66935,             0.00436,             0.00436,             0.00436
                 190,            0.012759,           0.0049835,           0.0093249,           0.0028381,             0.51969,             0.40376,             0.39791,             0.11989,            0.060461,            0.012687,            0.018506,             0.59471,             0.00433,             0.00433,             0.00433
                 191,            0.013987,           0.0050536,           0.0093953,           0.0030324,             0.52785,             0.40376,             0.39668,               0.124,            0.059541,            0.012716,            0.018536,             0.66107,              0.0043,              0.0043,              0.0043
                 192,            0.014047,           0.0050518,           0.0094867,           0.0032692,             0.51374,             0.39808,             0.40448,              0.1247,            0.060065,            0.012716,            0.018497,             0.65903,             0.00427,             0.00427,             0.00427
                 193,            0.013628,           0.0050638,           0.0094769,           0.0059286,             0.49641,             0.40376,             0.39067,             0.12543,            0.059973,            0.012707,             0.01842,             0.68473,             0.00424,             0.00424,             0.00424
                 194,            0.013806,           0.0050426,           0.0093467,           0.0047617,             0.51888,             0.38659,             0.39263,              0.1282,            0.059729,            0.012707,            0.018326,             0.70774,             0.00421,             0.00421,             0.00421
                 195,            0.014517,           0.0050233,           0.0093437,             0.01813,             0.53672,             0.39255,             0.41244,             0.12974,            0.060124,            0.012687,             0.01828,             0.69088,             0.00418,             0.00418,             0.00418
                 196,            0.014193,           0.0050939,           0.0093429,            0.002282,             0.53033,             0.40207,             0.40411,              0.1273,            0.059771,            0.012726,            0.018301,             0.64546,             0.00415,             0.00415,             0.00415
                 197,            0.013164,           0.0049286,           0.0093463,           0.0034194,             0.50394,             0.40449,             0.39748,             0.13035,            0.059684,            0.012739,            0.018436,             0.68647,             0.00412,             0.00412,             0.00412
                 198,            0.014302,           0.0050809,           0.0093857,           0.0030907,             0.50707,             0.41017,             0.40095,             0.12353,            0.059484,              0.0128,             0.01861,             0.69675,             0.00409,             0.00409,             0.00409
                 199,            0.013739,           0.0049278,           0.0093135,           0.0030878,             0.45581,             0.41658,             0.39002,             0.12416,             0.05982,             0.01282,            0.018735,             0.70227,             0.00406,             0.00406,             0.00406
                 200,            0.014964,           0.0050704,           0.0093907,           0.0030226,             0.46729,             0.41706,             0.39001,             0.12382,             0.05988,            0.012816,            0.018729,             0.64236,             0.00403,             0.00403,             0.00403
                 201,            0.014613,           0.0052847,           0.0094638,           0.0028521,             0.51633,             0.39006,             0.40029,             0.12186,            0.059802,            0.012739,            0.018619,             0.67251,               0.004,               0.004,               0.004
                 202,            0.013617,           0.0049761,           0.0093909,           0.0034282,             0.52768,             0.39575,             0.39891,             0.12621,             0.05972,            0.012708,            0.018533,             0.65684,             0.00397,             0.00397,             0.00397
                 203,            0.012952,           0.0048856,           0.0093184,           0.0027231,             0.51821,             0.41594,              0.4063,             0.12987,             0.05969,            0.012742,            0.018509,             0.68208,             0.00394,             0.00394,             0.00394
                 204,            0.014181,           0.0050336,           0.0093949,            0.019376,             0.53647,             0.40263,             0.41156,             0.13487,            0.059499,            0.012774,            0.018481,              0.6696,             0.00391,             0.00391,             0.00391
                 205,            0.014057,           0.0050372,           0.0093557,           0.0029634,             0.54774,             0.40753,             0.42152,             0.13029,              0.0595,            0.012778,            0.018448,             0.70587,             0.00388,             0.00388,             0.00388
                 206,            0.013056,           0.0048549,           0.0094591,           0.0032324,             0.53666,             0.40722,             0.41425,              0.1313,            0.059762,            0.012758,            0.018503,             0.67792,             0.00385,             0.00385,             0.00385
                 207,            0.012877,           0.0048696,           0.0093532,           0.0022689,             0.54823,             0.41017,             0.41456,             0.12796,            0.059653,              0.0128,            0.018494,             0.66753,             0.00382,             0.00382,             0.00382
                 208,            0.012803,           0.0048312,           0.0093518,           0.0033187,             0.54617,             0.39748,             0.40104,             0.12354,             0.05969,            0.012858,            0.018457,             0.64831,             0.00379,             0.00379,             0.00379
                 209,            0.013273,           0.0048058,           0.0094001,           0.0028675,             0.54057,             0.39735,             0.40478,             0.12368,             0.05949,             0.01289,            0.018442,             0.63741,             0.00376,             0.00376,             0.00376
                 210,            0.012851,           0.0048939,           0.0093707,           0.0048547,             0.54589,             0.40332,             0.39285,              0.1202,            0.059697,            0.012868,             0.01839,             0.69139,             0.00373,             0.00373,             0.00373
                 211,            0.012642,           0.0047895,           0.0093396,           0.0031453,             0.53238,              0.4109,             0.40144,             0.12546,            0.059539,            0.012868,            0.018359,             0.67343,              0.0037,              0.0037,              0.0037
                 212,            0.013896,           0.0049223,           0.0094136,             0.00377,             0.56638,             0.40641,             0.39412,              0.1186,            0.059537,            0.012832,            0.018399,             0.66232,             0.00367,             0.00367,             0.00367
                 213,            0.012462,           0.0047991,           0.0092829,            0.013478,             0.55768,              0.3924,             0.39093,             0.12156,            0.059687,            0.012861,            0.018396,             0.69332,             0.00364,             0.00364,             0.00364
                 214,            0.012675,           0.0048114,           0.0092964,           0.0025188,             0.51951,              0.3924,             0.40415,             0.12719,            0.059741,            0.012855,            0.018317,             0.66216,             0.00361,             0.00361,             0.00361
                 215,            0.012011,           0.0047536,           0.0093013,             0.00304,             0.50535,             0.39965,             0.40862,              0.1291,            0.059514,            0.012878,            0.018265,             0.64259,             0.00358,             0.00358,             0.00358
                 216,             0.01217,           0.0047922,           0.0092906,           0.0041351,             0.49936,             0.39512,             0.39689,             0.12583,            0.059589,            0.012897,            0.018372,              0.6917,             0.00355,             0.00355,             0.00355
                 217,            0.012688,           0.0047576,           0.0092753,           0.0023586,             0.50553,             0.39622,              0.3858,             0.12044,            0.059677,            0.012936,            0.018375,             0.67906,             0.00352,             0.00352,             0.00352
                 218,            0.013557,           0.0048585,           0.0093267,            0.004682,             0.50531,             0.39087,             0.37744,             0.11547,            0.059572,            0.012929,            0.018295,             0.66041,             0.00349,             0.00349,             0.00349
                 219,            0.012055,           0.0047239,           0.0093232,            0.002907,             0.50594,             0.39768,             0.37624,             0.11283,            0.059544,            0.012932,            0.018243,             0.70447,             0.00346,             0.00346,             0.00346
                 220,             0.01363,           0.0049144,           0.0094098,           0.0039941,             0.50957,             0.40376,              0.3935,             0.11692,            0.059751,            0.012923,            0.018173,             0.69236,             0.00343,             0.00343,             0.00343
                 221,            0.012296,           0.0046601,           0.0092256,           0.0033007,             0.50267,             0.41017,             0.39633,             0.12409,            0.059431,            0.012945,            0.018155,             0.67116,              0.0034,              0.0034,              0.0034
                 222,            0.011837,           0.0046841,           0.0092717,           0.0028802,             0.50501,             0.39756,             0.39209,             0.11468,            0.059659,            0.012936,            0.018161,             0.66461,             0.00337,             0.00337,             0.00337
                 223,            0.011912,           0.0047537,           0.0093519,            0.017552,             0.52841,             0.40108,             0.39013,             0.11578,            0.059357,            0.012948,            0.018185,             0.68341,             0.00334,             0.00334,             0.00334
                 224,            0.012044,           0.0046281,           0.0093036,           0.0042745,             0.52283,             0.40438,              0.3901,             0.11254,            0.059774,            0.012952,            0.018243,              0.7067,             0.00331,             0.00331,             0.00331
                 225,            0.012437,           0.0046679,           0.0093072,           0.0036047,             0.52278,             0.41016,             0.38672,             0.11307,            0.059589,            0.013016,            0.018304,             0.67879,             0.00328,             0.00328,             0.00328
                 226,            0.012206,           0.0047385,           0.0095371,           0.0025712,             0.51488,             0.41045,             0.40118,             0.11369,            0.059807,            0.013042,            0.018256,             0.69403,             0.00325,             0.00325,             0.00325
                 227,            0.011838,           0.0047456,           0.0093442,            0.002323,             0.52214,             0.41017,             0.38779,             0.11645,            0.059411,            0.013052,             0.01825,             0.70112,             0.00322,             0.00322,             0.00322
                 228,            0.012486,           0.0046793,           0.0092935,           0.0048389,             0.53941,             0.40603,             0.41014,             0.12215,            0.059528,            0.013045,            0.018243,             0.69375,             0.00319,             0.00319,             0.00319
                 229,            0.011842,           0.0046391,           0.0093027,           0.0027819,             0.55199,             0.38815,             0.41207,             0.12686,            0.059459,            0.013071,            0.018259,             0.67515,             0.00316,             0.00316,             0.00316
                 230,            0.011846,           0.0046682,           0.0093601,            0.002999,             0.54712,             0.38861,             0.41023,             0.12154,            0.059635,            0.013077,            0.018207,             0.70641,             0.00313,             0.00313,             0.00313
                 231,            0.012167,           0.0047186,           0.0093388,           0.0034113,             0.51081,             0.40959,             0.40141,              0.1286,            0.059349,            0.013123,            0.018137,             0.68854,              0.0031,              0.0031,              0.0031
                 232,            0.013003,           0.0046176,           0.0093338,            0.011487,             0.51056,             0.40537,             0.39646,             0.11816,            0.059302,            0.013113,            0.018088,             0.72639,             0.00307,             0.00307,             0.00307
                 233,             0.01152,           0.0045699,           0.0092291,           0.0031093,             0.51244,             0.40408,              0.4011,             0.11927,            0.059326,            0.013103,            0.018076,             0.69547,             0.00304,             0.00304,             0.00304
                 234,            0.012238,           0.0048547,           0.0093917,            0.055932,             0.53655,             0.38518,             0.38429,             0.11008,            0.059502,            0.013084,            0.018137,             0.68476,             0.00301,             0.00301,             0.00301
                 235,            0.010659,           0.0045396,           0.0092211,           0.0027517,               0.526,             0.39203,             0.38473,             0.11551,            0.059727,              0.0131,            0.018167,             0.69228,             0.00298,             0.00298,             0.00298
                 236,            0.011833,           0.0045696,           0.0092648,           0.0026059,             0.52102,             0.39669,             0.39929,              0.1161,            0.059896,            0.013094,            0.018167,             0.70811,             0.00295,             0.00295,             0.00295
                 237,            0.012942,           0.0046838,           0.0093355,           0.0023145,               0.508,             0.39153,             0.38942,             0.12145,            0.059899,            0.013103,            0.018204,             0.68638,             0.00292,             0.00292,             0.00292
                 238,            0.011882,           0.0046994,           0.0095032,           0.0047784,             0.53645,             0.40144,             0.39312,             0.12318,            0.059443,            0.013145,            0.018262,             0.72165,             0.00289,             0.00289,             0.00289
                 239,            0.011311,           0.0045775,           0.0093459,           0.0030749,             0.53008,             0.39853,             0.40497,             0.11929,            0.059748,            0.013142,            0.018274,             0.70179,             0.00286,             0.00286,             0.00286
                 240,            0.011653,           0.0046042,           0.0093159,           0.0027872,             0.53726,             0.40034,             0.39979,             0.12126,            0.059773,            0.013152,            0.018228,             0.65837,             0.00283,             0.00283,             0.00283
                 241,            0.011476,           0.0045531,           0.0092573,           0.0037809,             0.54892,             0.40398,             0.39457,             0.12526,            0.059352,            0.013135,            0.018185,             0.68599,              0.0028,              0.0028,              0.0028
                 242,            0.011386,           0.0045756,           0.0092493,           0.0035045,             0.54201,             0.41781,             0.42189,             0.13198,            0.059318,            0.013171,            0.018164,             0.69478,             0.00277,             0.00277,             0.00277
                 243,            0.012289,           0.0047263,           0.0094437,            0.002506,             0.53154,             0.40857,             0.40964,             0.12406,             0.05942,            0.013174,            0.018213,             0.69292,             0.00274,             0.00274,             0.00274
                 244,            0.011544,           0.0045533,           0.0092699,           0.0046869,             0.52678,             0.42226,             0.42543,             0.12571,            0.059605,            0.013184,            0.018298,             0.68971,             0.00271,             0.00271,             0.00271
                 245,            0.011593,           0.0045803,           0.0092919,           0.0023215,             0.51661,             0.41043,             0.41701,              0.1353,            0.059067,             0.01319,            0.018338,             0.69857,             0.00268,             0.00268,             0.00268
                 246,             0.01084,           0.0043783,            0.009269,           0.0065541,             0.52677,             0.40916,              0.4121,             0.12954,             0.05949,            0.013222,            0.018362,             0.67548,             0.00265,             0.00265,             0.00265
                 247,            0.011243,           0.0045038,           0.0092865,           0.0028709,             0.51589,             0.40361,             0.41741,             0.13135,            0.059565,            0.013222,            0.018369,              0.7098,             0.00262,             0.00262,             0.00262
                 248,            0.011397,            0.004573,            0.009263,           0.0038965,              0.5007,             0.39686,             0.40537,             0.12636,            0.059477,            0.013239,            0.018341,             0.68278,             0.00259,             0.00259,             0.00259
                 249,            0.011669,           0.0046087,           0.0093243,            0.003011,             0.51096,              0.4085,             0.41343,             0.13056,            0.059522,            0.013268,            0.018225,             0.71882,             0.00256,             0.00256,             0.00256
                 250,            0.012082,           0.0045992,           0.0092869,           0.0031358,              0.5073,             0.40274,             0.39869,             0.12658,            0.059249,            0.013277,            0.018097,             0.70303,             0.00253,             0.00253,             0.00253
                 251,            0.011559,           0.0046202,           0.0092454,           0.0054795,             0.49989,             0.40268,             0.39022,             0.12327,             0.05947,            0.013264,            0.018106,             0.72334,              0.0025,              0.0025,              0.0025
                 252,            0.011803,           0.0046134,           0.0094982,            0.030856,             0.50923,             0.40716,             0.39747,             0.12288,            0.059536,            0.013261,            0.018146,             0.72147,             0.00247,             0.00247,             0.00247
                 253,            0.011536,           0.0045622,           0.0093457,           0.0025979,             0.51266,             0.40877,             0.39828,             0.12364,            0.059446,            0.013261,            0.018207,             0.70083,             0.00244,             0.00244,             0.00244
                 254,            0.010397,           0.0044706,           0.0093203,           0.0026461,             0.51824,             0.41658,             0.40218,             0.12522,            0.059136,            0.013284,             0.01828,             0.66529,             0.00241,             0.00241,             0.00241
                 255,            0.011659,           0.0045104,           0.0092764,           0.0042348,             0.51322,             0.39563,             0.38712,             0.11837,            0.059628,            0.013271,            0.018298,              0.6968,             0.00238,             0.00238,             0.00238
                 256,            0.011619,           0.0046605,           0.0092999,           0.0037103,              0.5283,              0.4109,             0.40555,             0.12533,            0.059541,            0.013306,            0.018298,             0.70802,             0.00235,             0.00235,             0.00235
                 257,            0.010395,            0.004399,           0.0092564,               0.004,              0.5322,              0.4109,             0.40937,             0.12272,            0.059451,              0.0133,            0.018344,             0.70006,             0.00232,             0.00232,             0.00232
                 258,            0.011657,           0.0045453,           0.0092505,           0.0027105,             0.53839,             0.41255,             0.40487,             0.11826,            0.059547,            0.013293,            0.018384,             0.66844,             0.00229,             0.00229,             0.00229
                 259,             0.01113,            0.004519,            0.009261,           0.0026309,             0.52634,             0.38916,             0.39013,             0.11393,            0.059667,            0.013277,            0.018384,             0.71418,             0.00226,             0.00226,             0.00226
                 260,            0.010688,           0.0044311,           0.0092239,           0.0027468,             0.51132,             0.41282,             0.38746,             0.11195,            0.059554,            0.013245,            0.018378,             0.70982,             0.00223,             0.00223,             0.00223
                 261,            0.012029,            0.004487,           0.0092379,           0.0038231,             0.50285,             0.41017,             0.39541,             0.11893,            0.059364,            0.013239,            0.018369,             0.69795,              0.0022,              0.0022,              0.0022
                 262,             0.01156,           0.0045783,           0.0094232,            0.013349,             0.51419,             0.41658,             0.39651,             0.11732,            0.059292,            0.013251,            0.018347,             0.71574,             0.00217,             0.00217,             0.00217
                 263,            0.011701,           0.0045341,           0.0093556,            0.002886,             0.50518,             0.41658,             0.39784,             0.11561,            0.059503,            0.013222,            0.018304,             0.73503,             0.00214,             0.00214,             0.00214
                 264,            0.011457,           0.0044463,           0.0092988,            0.003419,             0.51186,             0.41658,             0.40765,             0.11784,            0.059344,            0.013235,            0.018326,             0.67132,             0.00211,             0.00211,             0.00211
                 265,            0.012169,           0.0046214,           0.0094748,           0.0026296,             0.54815,             0.41017,             0.41244,              0.1195,            0.059623,            0.013222,            0.018341,             0.72996,             0.00208,             0.00208,             0.00208
                 266,             0.01131,           0.0046471,           0.0092767,           0.0020273,             0.52386,             0.40456,             0.40322,              0.1205,            0.059458,            0.013222,            0.018317,             0.70871,             0.00205,             0.00205,             0.00205
                 267,            0.010144,           0.0045229,           0.0093037,           0.0030239,             0.53046,             0.41017,             0.41153,             0.12367,            0.059376,            0.013251,            0.018265,             0.73029,             0.00202,             0.00202,             0.00202
                 268,            0.011023,           0.0044963,            0.009242,           0.0022646,             0.52113,             0.40479,             0.39653,              0.1201,            0.059359,            0.013274,            0.018289,              0.7239,             0.00199,             0.00199,             0.00199
                 269,            0.010032,           0.0043696,           0.0092154,           0.0028939,             0.55718,             0.40449,             0.39665,             0.12154,            0.059403,            0.013293,            0.018311,             0.69847,             0.00196,             0.00196,             0.00196
                 270,            0.010545,           0.0043622,           0.0092242,           0.0022371,             0.53931,             0.38365,             0.39199,             0.11953,             0.05942,            0.013287,            0.018295,             0.70213,             0.00193,             0.00193,             0.00193
                 271,            0.010327,           0.0044101,           0.0093892,           0.0025005,             0.52997,             0.38365,             0.39195,             0.12272,            0.059432,             0.01329,            0.018311,             0.73423,              0.0019,              0.0019,              0.0019
                 272,            0.010125,           0.0043772,           0.0092174,           0.0025538,             0.50086,             0.41259,             0.40119,             0.11931,            0.059498,            0.013297,            0.018274,              0.7065,             0.00187,             0.00187,             0.00187
                 273,            0.010653,           0.0044374,           0.0093243,           0.0029684,             0.50234,              0.4256,             0.41316,             0.12158,            0.059625,            0.013284,            0.018268,             0.72773,             0.00184,             0.00184,             0.00184
                 274,            0.010001,           0.0043322,           0.0092469,           0.0034655,             0.49667,             0.41651,             0.40025,             0.11753,            0.059636,            0.013287,            0.018259,              0.7139,             0.00181,             0.00181,             0.00181
                 275,            0.010537,           0.0044674,           0.0092534,            0.005832,             0.51259,             0.42146,              0.4071,             0.12073,            0.059505,            0.013309,             0.01825,               0.707,             0.00178,             0.00178,             0.00178
                 276,            0.010464,           0.0044507,           0.0093248,            0.002838,             0.50896,              0.4198,             0.41149,             0.12052,            0.059445,            0.013319,            0.018277,             0.69691,             0.00175,             0.00175,             0.00175
                 277,            0.010185,           0.0043134,           0.0092775,           0.0025479,             0.50453,             0.40281,              0.3975,              0.1214,            0.059434,            0.013345,            0.018304,             0.72911,             0.00172,             0.00172,             0.00172
                 278,           0.0096877,           0.0043634,           0.0092694,           0.0060071,             0.50801,             0.40474,             0.39708,             0.11854,            0.059503,            0.013371,            0.018311,             0.68422,             0.00169,             0.00169,             0.00169
                 279,           0.0099662,           0.0044064,           0.0092557,           0.0029635,             0.49989,             0.40382,             0.39377,             0.11843,            0.059566,            0.013361,            0.018304,             0.67089,             0.00166,             0.00166,             0.00166
                 280,            0.009954,           0.0043802,           0.0092823,            0.013835,             0.50601,             0.41478,             0.39709,             0.11921,            0.059574,            0.013355,             0.01835,             0.70961,             0.00163,             0.00163,             0.00163
                 281,           0.0097911,           0.0043014,           0.0092138,           0.0050171,             0.50012,             0.41221,             0.39997,             0.11731,            0.059459,            0.013384,            0.018439,             0.71208,              0.0016,              0.0016,              0.0016
                 282,            0.010002,           0.0043784,           0.0091964,           0.0039752,             0.51965,             0.41509,             0.42257,             0.11689,            0.059773,            0.013374,            0.018417,             0.71257,             0.00157,             0.00157,             0.00157
                 283,           0.0095963,            0.004248,           0.0092209,           0.0029517,              0.5285,              0.4241,             0.42691,             0.12353,            0.059445,            0.013364,            0.018375,             0.69392,             0.00154,             0.00154,             0.00154
                 284,           0.0095826,           0.0042795,           0.0092197,           0.0031663,             0.59217,             0.39276,             0.42838,              0.1238,            0.059445,            0.013358,             0.01832,             0.66836,             0.00151,             0.00151,             0.00151
